1723.58	4194.33
1722.6	4304.17
1721.62	4305.83
1720.64	4302.37
1719.66	4245.31
1718.68	4298.03
1717.7	4212.92
1716.72	4194.18
1715.74	4366.75
1714.76	4276.59
1713.78	4382.78
1712.8	4330.88
1711.82	4335.07
1710.84	4295.95
1709.86	4351.1
1708.88	4347.64
1707.9	4331.46
1706.91	4409.47
1705.93	4365.28
1704.95	4425.45
1703.97	4393.99
1702.98	4543.16
1702	4463.37
1701.02	4510.75
1700.03	4527.6
1699.05	4554.61
1698.07	4556.2
1697.08	4514.6
1696.1	4533.98
1695.11	4413.68
1694.13	4560.02
1693.14	4447.37
1692.16	4578.42
1691.17	4666.27
1690.19	4467.42
1689.2	4570.48
1688.22	4741.96
1687.23	4588.85
1686.25	4757.72
1685.26	4546.39
1684.27	4738
1683.28	4640.75
1682.3	4660.04
1681.31	4674.26
1680.32	4653.03
1679.34	4657.12
1678.35	4754.84
1677.36	4607.11
1676.37	4765.5
1675.38	4739.22
1674.39	4879.82
1673.4	4570.4
1672.42	4662.95
1671.43	4704.94
1670.44	4827.74
1669.45	4596.89
1668.46	4606.03
1667.47	4726.25
1666.48	4841.38
1665.49	4799.99
1664.49	4791.42
1663.5	4697.08
1662.51	4784.37
1661.52	4909.45
1660.53	4910.94
1659.54	4816.66
1658.55	4782.89
1657.55	4907.87
1656.56	4911.88
1655.57	4888.19
1654.57	4746.16
1653.58	4777.9
1652.59	4784.45
1651.59	4934.43
1650.6	4860.44
1649.61	4892.12
1648.61	4913.73
1647.62	4779.45
1646.62	4939.33
1645.63	4807.61
1644.63	4816.66
1643.64	4870.92
1642.64	4887.48
1641.65	4896.5
1640.65	4918.07
1639.66	4851.78
1638.66	4903.47
1637.66	4837.21
1636.67	4873.82
1635.67	4775
1634.67	5069.87
1633.68	4991.1
1632.68	4819.62
1631.68	4958.94
1630.68	4892.76
1629.68	4909.27
1628.69	4845.64
1627.69	4934.76
1626.69	4908.7
1625.69	4950.21
1624.69	4914.15
1623.69	4900.61
1622.69	4824.56
1621.69	4988.58
1620.69	4787.54
1619.69	4924.01
1618.69	4982.95
1617.69	4969.42
1616.69	5025.83
1615.69	5007.3
1614.69	4891.39
1613.69	4922.82
1612.68	4886.85
1611.68	4948.21
1610.68	4929.71
1609.68	4876.3
1608.68	4977.52
1607.67	5068.72
1606.67	5050.21
1605.67	5054.14
1604.66	5110.39
1603.66	5081.92
1602.66	4988.7
1601.65	5069.83
1600.65	4926.86
1599.64	4990.54
1598.64	5094.02
1597.63	5125.29
1596.63	4957.56
1595.62	5021.18
1594.62	5044.99
1593.61	5108.57
1592.61	5018.02
1591.6	5123.82
1590.59	5068.09
1589.59	5124.16
1588.58	4996.43
1587.57	5067.39
1586.57	5215.26
1585.56	5085.12
1584.55	4987.28
1583.54	5269.04
1582.54	5148.88
1581.53	5123.01
1580.52	5035.16
1579.51	5148.12
1578.5	5283.34
1577.49	5284.71
1576.48	5204.33
1575.47	5329.55
1574.47	5333.38
1573.46	5270.37
1572.45	5207.39
1571.43	5327.55
1570.42	5304.16
1569.41	5300.58
1568.4	5366.23
1567.39	5409.61
1566.38	5391.17
1565.37	5387.57
1564.36	5309.84
1563.34	5291.43
1562.33	5374.3
1561.32	5499.1
1560.31	5473.26
1559.29	5393.12
1558.28	5387.06
1557.27	5472.28
1556.25	5500.73
1555.24	5652.47
1554.23	5498.42
1553.21	5445.49
1552.2	5427.1
1551.18	5423.49
1550.17	5560.31
1549.15	5524.66
1548.14	5360.97
1547.12	5647.9
1546.11	5577.79
1545.09	5657.83
1544.08	5607.43
1543.06	5672.67
1542.04	5639.5
1541.03	5613.73
1540.01	5708.43
1538.99	5699.85
1537.98	5647.05
1536.96	5609.01
1535.94	5620.11
1534.92	5756.45
1533.9	5691.4
1532.89	5722.11
1531.87	5735.64
1530.85	5866.93
1529.83	5855.88
1528.81	5778.61
1527.79	5819.09
1526.77	5871.8
1525.75	5892.62
1524.73	5707.58
1523.71	5853.39
1522.69	5940.34
1521.67	5943.99
1520.65	6018.64
1519.63	5865.59
1518.6	5994.08
1517.58	5904.72
1516.56	5989.1
1515.54	6105.25
1514.52	6121.08
1513.49	6078.22
1512.47	6079.39
1511.45	6048.78
1510.43	6057.28
1509.4	6153.71
1508.38	6181.73
1507.35	6153.56
1506.33	6252.36
1505.31	6199.78
1504.28	6242.4
1503.26	6421.63
1502.23	6271.47
1501.21	6316.49
1500.18	6317.59
1499.16	6433.27
1498.13	6544.03
1497.11	6525.59
1496.08	6446.25
1495.05	6627.57
1494.03	6589.64
1493	6593.12
1491.97	6655.01
1490.94	6558.69
1489.92	6678.96
1488.89	6716.47
1487.86	6843.96
1486.83	7161.05
1485.81	7108.48
1484.78	7211.49
1483.75	7414.09
1482.72	7397.95
1481.69	7935.63
1480.66	8218.08
1479.63	8663.1
1478.6	9241.43
1477.57	10312.2
1476.54	12018.2
1475.51	14497.4
1474.48	18780.1
1473.45	24520.8
1472.42	29745
1471.39	33129.7
1470.35	34455.6
1469.32	34223
1468.29	31364.6
1467.26	26114.7
1466.23	20390
1465.19	16514.8
1464.16	14274.9
1463.13	13565.3
1462.09	13572.1
1461.06	14016.7
1460.03	15445.3
1458.99	17753.4
1457.96	20834
1456.92	24353.2
1455.89	27148.4
1454.85	28338.4
1453.82	27617.5
1452.78	25105.2
1451.75	21565.6
1450.71	18213.3
1449.68	15634.6
1448.64	13754.3
1447.6	12487.4
1446.57	11814.4
1445.53	11069.2
1444.49	10886.1
1443.45	10828.4
1442.42	10968.2
1441.38	10823.8
1440.34	10927.4
1439.3	11534.3
1438.26	11637.8
1437.23	11974.7
1436.19	12511.2
1435.15	12941.7
1434.11	13092.8
1433.07	13246.4
1432.03	13421.5
1430.99	13574.9
1429.95	13665.7
1428.91	13737.3
1427.87	13640.7
1426.83	13702.7
1425.79	13610.9
1424.75	13677.6
1423.7	13631.5
1422.66	13791.8
1421.62	13666.5
1420.58	13841.1
1419.54	14147.5
1418.49	14283.6
1417.45	14347.7
1416.41	14735.3
1415.36	14921.4
1414.32	15292
1413.28	15190.5
1412.23	15422
1411.19	15231.9
1410.14	15245.5
1409.1	14979
1408.05	15239
1407.01	15053.9
1405.96	15450.1
1404.92	15671.6
1403.87	15895.3
1402.83	16260
1401.78	16529
1400.73	16848
1399.69	17030.7
1398.64	17065.3
1397.59	17133.2
1396.55	16969.7
1395.5	16887.3
1394.45	16365.9
1393.4	15849.5
1392.35	15514.6
1391.31	14950.9
1390.26	14602.1
1389.21	14293.8
1388.16	13690.3
1387.11	13229.9
1386.06	12876.9
1385.01	12350.3
1383.96	11988.1
1382.91	11752.3
1381.86	11426.1
1380.81	11107.2
1379.76	11150
1378.71	10748
1377.66	10890.8
1376.6	10814.7
1375.55	10947.9
1374.5	11240.2
1373.45	11420.8
1372.4	11701
1371.34	12076.1
1370.29	11800.5
1369.24	11774.2
1368.18	11463.1
1367.13	11175.9
1366.08	10858
1365.02	10798.8
1363.97	10642.3
1362.91	10692.2
1361.86	10611.7
1360.8	10761.1
1359.75	11194.7
1358.69	11218.4
1357.64	11552.3
1356.58	11677.6
1355.53	11975.8
1354.47	12645.3
1353.41	13201
1352.36	13978.9
1351.3	14605
1350.24	15483.9
1349.18	16499.6
1348.13	17474.6
1347.07	18123
1346.01	18620
1344.95	18831
1343.89	18864.7
1342.84	19040.1
1341.78	19172.9
1340.72	19178.2
1339.66	19273.2
1338.6	19273.8
1337.54	19163.5
1336.48	19258.4
1335.42	19070.4
1334.36	18981.4
1333.3	18228
1332.23	17554.9
1331.17	16175.5
1330.11	15206.5
1329.05	14421.5
1327.99	13787.5
1326.93	13257.3
1325.86	13026.2
1324.8	12712.9
1323.74	12536.1
1322.67	12420.6
1321.61	11801.9
1320.55	11395.1
1319.48	11136.5
1318.42	10734.7
1317.35	10525.7
1316.29	10401.3
1315.23	10392
1314.16	10286.4
1313.1	10192.7
1312.03	10350.1
1310.96	10361.9
1309.9	10251.8
1308.83	10228.5
1307.77	10177
1306.7	10343.6
1305.63	10486.6
1304.57	10564
1303.5	10250.2
1302.43	10353.4
1301.36	10201.3
1300.29	10220.1
1299.23	9897.31
1298.16	9724.36
1297.09	9574.88
1296.02	9439.5
1294.95	9449.15
1293.88	9367.62
1292.81	9297.81
1291.74	9393.94
1290.67	9396.58
1289.6	9427.25
1288.53	9770.83
1287.46	9955.49
1286.39	10452.9
1285.32	10919.7
1284.25	11561.3
1283.18	12487.2
1282.1	13450.1
1281.03	14750.6
1279.96	16421.2
1278.89	17874.4
1277.81	19205.7
1276.74	20096.2
1275.67	20606.6
1274.59	20909.5
1273.52	21133.1
1272.45	21577.8
1271.37	23358.1
1270.3	26347.4
1269.22	31338.4
1268.15	37613.2
1267.07	44680.6
1266	51503.1
1264.92	54820.1
1263.85	53976.3
1262.77	47373.8
1261.69	37369.1
1260.62	28810.9
1259.54	23214.1
1258.46	20409.7
1257.38	18469.9
1256.31	18064.5
1255.23	18176.6
1254.15	18548.3
1253.07	19638.6
1251.99	20605.7
1250.92	21368.3
1249.84	21280.2
1248.76	20237.8
1247.68	18709.4
1246.6	17244.2
1245.52	15663.8
1244.44	14146.7
1243.36	13250.4
1242.28	12571.9
1241.2	12238.4
1240.12	11595.2
1239.04	11127.9
1237.95	10619.3
1236.87	10138.6
1235.79	9780.53
1234.71	9413.41
1233.63	8926.35
1232.54	8698.12
1231.46	8560.01
1230.38	8523.53
1229.29	8701.65
1228.21	8683.6
1227.13	9069.2
1226.04	9256.31
1224.96	9609.33
1223.87	9886.14
1222.79	10204.3
1221.7	10225.1
1220.62	10315
1219.53	10075.6
1218.45	9866.13
1217.36	9302.29
1216.27	8943.52
1215.19	8467.57
1214.1	8201.16
1213.01	7746.27
1211.93	7399.66
1210.84	7221.02
1209.75	6810.31
1208.66	6712.31
1207.57	6536.23
1206.49	6475.08
1205.4	6402.47
1204.31	6173.77
1203.22	6179.31
1202.13	6079.27
1201.04	6266.08
1199.95	6122.48
1198.86	6187.65
1197.77	6346.8
1196.68	6586.11
1195.59	6809.27
1194.5	7034.62
1193.41	7296.53
1192.32	7473.58
1191.22	7751.31
1190.13	8083.86
1189.04	8835.13
1187.95	9364.1
1186.85	10139.9
1185.76	11162.4
1184.67	12431.5
1183.57	13846.3
1182.48	15793.1
1181.39	17752.8
1180.29	19819
1179.2	21786
1178.1	23124.2
1177.01	23536.9
1175.91	23043.2
1174.82	21148.4
1173.72	19080.9
1172.63	16373.3
1171.53	14383.1
1170.43	12503.2
1169.34	11059.6
1168.24	9940.24
1167.14	9010.56
1166.05	8489.11
1164.95	8013.45
1163.85	7786.22
1162.75	7575.04
1161.66	7334.35
1160.56	7387.35
1159.46	7449.43
1158.36	7365.9
1157.26	7543.94
1156.16	7735.56
1155.06	7915.71
1153.96	8041.24
1152.86	8355.32
1151.76	8710.15
1150.66	8973.97
1149.56	9848.53
1148.46	10668.2
1147.36	11882.5
1146.25	13248.2
1145.15	14554.4
1144.05	15163.6
1142.95	15622.9
1141.85	15370.1
1140.74	15375.7
1139.64	15725.9
1138.54	15971.6
1137.43	15979.4
1136.33	15534.2
1135.22	14896.8
1134.12	13890.6
1133.02	12649.6
1131.91	11524.4
1130.81	10415.6
1129.7	9495
1128.59	8477.57
1127.49	7967.02
1126.38	7239.7
1125.28	6951.1
1124.17	6459.3
1123.06	6155.19
1121.96	5821.86
1120.85	5560.92
1119.74	5349.76
1118.63	5271.84
1117.53	4975.1
1116.42	5012.34
1115.31	4747.36
1114.2	4816.21
1113.09	4600.98
1111.98	4577.42
1110.87	4533.59
1109.76	4564.12
1108.65	4590.14
1107.54	4582.36
1106.43	4588.1
1105.32	4695.12
1104.21	4770.58
1103.1	5046.24
1101.99	5193.57
1100.88	5385.81
1099.76	5692.63
1098.65	6221.83
1097.54	6851.93
1096.43	7571.62
1095.31	8468.45
1094.2	9670.29
1093.09	11219.6
1091.97	13580.9
1090.86	16912.8
1089.74	21082.5
1088.63	25344.5
1087.52	28821.9
1086.4	30582.3
1085.29	31402.7
1084.17	32460.3
1083.05	33593.7
1081.94	34683.9
1080.82	35874.4
1079.71	35228.2
1078.59	31647.3
1077.47	26635.5
1076.36	21155.9
1075.24	16871.3
1074.12	14129.7
1073	12807.2
1071.88	12115.7
1070.77	11905.1
1069.65	12181.8
1068.53	13202.3
1067.41	14285
1066.29	15633
1065.17	16888.7
1064.05	18724.4
1062.93	20001.2
1061.81	21480.6
1060.69	22178.4
1059.57	21517.8
1058.45	19713.5
1057.32	17154.4
1056.2	15204.8
1055.08	14617.6
1053.96	14984.1
1052.84	16196.9
1051.71	18549.2
1050.59	21728.6
1049.47	24232.2
1048.34	25853.5
1047.22	25496.2
1046.1	22981.4
1044.97	19484.9
1043.85	16501.3
1042.72	13959.2
1041.6	12313.8
1040.47	11373.4
1039.35	10853.3
1038.22	10939.7
1037.1	11303.6
1035.97	11758.3
1034.84	11933.2
1033.72	11994.9
1032.59	11397.7
1031.46	10614.5
1030.33	9354.87
1029.21	8177.85
1028.08	7136.56
1026.95	6319.53
1025.82	5782
1024.69	5178.27
1023.56	4867.1
1022.44	4383.39
1021.31	4054.83
1020.18	3819.35
1019.05	3588.41
1017.92	3437.2
1016.79	3290.48
1015.65	3199.09
1014.52	2964.07
1013.39	3040.75
1012.26	2909.71
1011.13	2845
1010	2815.65
1008.86	2817.23
1007.73	2715.05
1006.6	2670.3
1005.47	2685.15
1004.33	2713.22
1003.2	2761.12
1002.06	2659.08
1000.93	2698.15
999.796	2693.14
998.662	2765.24
997.527	2846.12
996.392	2794.83
995.256	2917.5
994.121	2974.08
992.985	3085.65
991.849	3322.6
990.712	3370.25
989.576	3730.19
988.439	4076.77
987.302	4647.44
986.164	5631.05
985.026	6989.98
983.888	9218.27
982.75	12370.2
981.612	16214.7
980.473	19956.4
979.334	22853.6
978.195	23546.3
977.055	20743.7
975.916	16062.6
974.776	11681.8
973.635	8686.48
972.495	6659.15
971.354	5461.11
970.213	4590.06
969.072	3890.26
967.93	3571.83
966.788	3299.53
965.646	3125.85
964.504	2915.05
963.361	2791.86
962.218	2627.17
